! ID,Primary,Secondary,Ytitle,Title,Slegend
! First group is for Quick Results dashboard: ID is converted to format 'ckbpxxx' - e.g. 16 -> ckbp016,,,,,
D_UPDMC,D_UPDMC/FLOW-DELIVERY,null,Deliveries,Deliveries from Upper Delta Mendota Canal,null
D_VALLEJO,D_VALLEJO/FLOW-DELIVERY,null,Deliveries,Deliveries from Vallejo,null
D_WARNEPP,D_WARNEPP/FLOW-DELIVERY,null,Deliveries,Deliveries from Warne Pumping Plant,null
D_WARNEPP_SPILL,D_WARNEPP_SPILL/FLOW-DELIVERY,null,Deliveries,Deliveries from Warne Pumping Plant Spillway,null
D_WILKNS,D_WILKNS/FLOW-DELIVERY,null,Deliveries,Deliveries from Wilkins Slough,null
D_YUBFEA,D_YUBFEA/FLOW-DELIVERY,null,Deliveries,Deliveries from Yuba City,null
D_CLEARTU,D_CLEARTU/FLOW-TUNNEL,TRINITY_IMPORTDV/ALIAS,Flow,Trinity River Exports,Import Target
D_SPRING,D_SPRING/FLOW-TUNNEL,null,Deliveries,Deliveries from Spring Creek Tunnel,null
D_SJRCAL,D_SJRCAL/FLOW-DELIVERY,null,Deliveries,Deliveries from SJRCalaveras,null
D_CALAV,D_CALAV/FLOW-DELIVERY,null,Deliveries,Deliveries from Calaveras,null
D_SJRVER,D_SJRVER/FLOW-DELIVERY,null,Deliveries,Deliveries from SJRVernalis,null
D_SJRSTAN,D_SJRSTAN/FLOW-DELIVERY,null,Deliveries,Deliveries from SJRStanislaus,null
D_STANRIPN,D_STANRIPN/FLOW-DELIVERY,null,Deliveries,Deliveries from Ripon,null
D_STANGDWN,D_STANGDWN/FLOW-DELIVERY,null,Deliveries,Deliveries from Goodwin,null
D_SJRTUOL,D_SJRTUOL/FLOW-DELIVERY,null,Deliveries,Deliveries from SJRTuolumne,null
D_TUOL,D_TUOL/FLOW-DELIVERY,null,Deliveries,Deliveries from Tuolumne,null
D_SJRMER,D_SJRMER/FLOW-DELIVERY,null,Deliveries,Deliveries from SJRMerced,null
D_MERCED2,D_MERCED2/FLOW-DELIVERY,null,Deliveries,Deliveries from Merced2,null
D_MERCED1,D_MERCED1/FLOW-DELIVERY,null,Deliveries,Deliveries from Merced1,null
D_CHOWR1,D_CHOWR1/FLOW-DELIVERY,null,Deliveries,Deliveries from Chowchilla1,null
D_CHOWBYP,D_CHOWBYP/FLOW-DELIVERY,null,Deliveries,Deliveries from Chowchilla Bypass,null
D590F,D590F/FLOW-DELIVERY,null,Deliveries,Madera Canal Spills to Fresno,null
D_FRSNO,D_FRSNO/FLOW-DELIVERY,null,Deliveries,Deliveries from Fresno,null
D_MDOTA,D_MDOTA/FLOW-DELIVERY,null,Deliveries,Deliveries from Mendota Pool,null
D_GRAVF,D_GRAVF/FLOW-DELIVERY,null,Deliveries,Deliveries from Gravelly Ford,null
D_FKCNL,D_FKCNL/FLOW-DELIVERY,null,Deliveries,Deliveries from Friant-Kern Canal,null
D_MDRCNL,D_MDRCNL/FLOW-DELIVERY,null,Deliveries,Deliveries from Madera Canal,null
AD_HST,AD_HST_ACTUAL/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at H. St.,null
AD_KSWCK,AD_KSWCK_ACTUAL/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Keswick,null
AD_NIMBUS,AD_NIMBUS_ACTUAL/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Nimbus,null
AD_REDBLF,AD_REDBLF_ACTUAL/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Red Bluff,null
AD_SACAME,AD_SACAME_ACTUAL/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Sacramento River at American River,null
AD_SACFEA,AD_SACFEA_ACTUAL/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Sacramento River at Feather River,null
AD_THERM,AD_THERM_ACTUAL/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Thermalito,null
AD_WILKNS,AD_WILKNS_ACTUAL/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Wilkins Slough,null
AD_YOLOBP,AD_YOLOBP_ACTUAL/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Yolo Bypass,null
AD_YUBFEA,AD_YUBFEA_ACTUAL/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Yuba & Feather Confluence,null
AD_SJRCAL,AD_SJRCAL/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at SJRCalaveras,null
AD_CALAVERAS,AD_CALAVERAS_S2D/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Calaveras,null
AD_CASTAIC,AD_CASTAIC_S2D/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Castaic,null
AD_MOKELUMNE,AD_MOKELUMNE_S2D/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Mokelumne River,null
AD_CALAV,AD_CALAV/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Calaveras,null
AD_SJRVER,AD_SJRVER/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at SJRVernalis,null
AD_SJRSTAN,AD_SJRSTAN/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at SJRStanislaus,null
AD_STANRIPN,AD_STANRIPN/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Ripon,null
AD_STANGDWN,AD_STANGDWN_S2D/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Goodwin,null
AD_SJRMAZE,AD_SJRMAZE/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at SJRMaze,null
AD_SJRTUOL,AD_SJRTUOL/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at SJRTuolumne,null
AD_TUOL,AD_TUOL/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Tuolumne,null
AD_SJRMER,AD_SJRMER/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at SJRMerced,null
AD_MERCED2,AD_MERCED2/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Merced2,null
AD_SJRMS,AD_SJRMS/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at SJRMudSalt,null
AD_SJRSAND,AD_SJRSAND/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at SJRSand,null
AD_SJRSACK,AD_SJRSACK/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at SJRSack,null
AD_CHOW2,AD_CHOW2/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Chowchilla2,null
AD_CHOWR1,AD_CHOWR1/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Chowchilla1,null
AD_CHOWBYP,AD_CHOWBYP/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Chowchilla Bypass,null
AD_FRSNO,AD_FRSNO/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Fresno,null
AD_MDOTA,AD_MDOTA/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Mendota Pool,null
AD_SJRCB,AD_SJRCB/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Chowchilla Bifurcation,null
AD_GRAVF,AD_GRAVF/FLOW-ACCRDEPL,null,Accretion/Depletion,Accretion/Depletion at Gravelly Ford,null
I_MDOTA,I_MDOTA_S2D/FLOW-INFLOW,null,Flow,Inflows to Mendota Pool from James Bypass,null
YOLO,"D_FREWEIR/FLOW-DELIVERY,D_SACWEIR/FLOW-DELIVERY,AD_YOLOBP_ACTUAL/FLOW-ACCRDEPL,C_YOLOBP/FLOW-CHANNEL",null,Flow,Flows at Yolo Bypass,null
